Symbol,Name,Country,IPO Year,Sector,Industry
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A,United States,,Finance,Finance: Consumer Services
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,United States,,Finance,Finance: Consumer Services
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,2002,,
PZN,Pzena Investment Management Inc Class A Common Stock,United States,2007,Finance,Investment Managers
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,China,2017,Finance,Finance: Consumer Services
QEP,QEP Resources Inc. Common Stock,United States,,Energy,Oil & Gas Production
QGEN,Qiagen N.V. Common Shares ,Netherlands,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QS,QuantumScape Corporation Class A Common Stock,United States,2020,Miscellaneous,Industrial Machinery/Components
QSR,Restaurant Brands International Inc. Common Shares,Canada,2014,Consumer Services,Restaurants
QTS,QTS Realty Trust Inc. Class A Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
QTS^A,QTS Realty Trust Inc. 7.125% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,,
QTS^B,QTS Realty Trust Inc. 6.50% Series B Cumulative Convertible Perpetual Preferred Stock,United States,,,
QTWO,Q2 Holdings Inc. Common Stock,,2014,Technology,Computer Software: Prepackaged Software
QUAD,Quad Graphics Inc Class A Common Stock,United States,,Miscellaneous,Publishing
QUOT,Quotient Technology Inc. Common Stock,,2014,Consumer Services,Advertising
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,United States,2019,Consumer Services,Catalog/Specialty Distribution
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,United States,2018,Consumer Services,Catalog/Specialty Distribution
R,Ryder System Inc. Common Stock,United States,,Consumer Services,Rental/Leasing Companies
RA,Brookfield Real Assets Income Fund Inc. Common Stock,,2016,,
RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares,,2021,Technology,Computer Software: Prepackaged Software
RACE,Ferrari N.V. Common Shares,,2015,Capital Goods,Auto Manufacturing
RAD,Rite Aid Corporation Common Stock,United States,,Health Care,Medical/Nursing Services
RAMP,LiveRamp Holdings Inc. Common Stock,United States,2018,Technology,EDP Services
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,Canada,,Miscellaneous,Business Services
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
RBC,Regal Beloit Corporation Common Stock,United States,,Consumer Durables,Metal Fabrications
RC,Ready Capital Corproation Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023,United States,2017,Consumer Services,Real Estate Investment Trusts
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,United States,2019,Consumer Services,Real Estate Investment Trusts
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,United States,2021,Consumer Services,Real Estate Investment Trusts
RCI,Rogers Communication Inc. Common Stock,Canada,,Consumer Services,Television Services
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,United States,1993,Consumer Services,Marine Transportation
RCP,Ready Capital Corporation 6.50% Senior Notes due 2021,United States,2018,Consumer Services,Real Estate Investment Trusts
RCS,PIMCO Strategic Income Fund Inc.,United States,1994,,
RCUS,Arcus Biosciences Inc. Common Stock,,2018,Health Care,Major Pharmaceuticals
RDN,Radian Group Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
RDS/B,Royal Dutch Shell PLC,Netherlands,,,
RDY,Dr. Reddy's Laboratories Ltd Common Stock,India,,Health Care,Major Pharmaceuticals
RE,Everest Re Group Ltd. Common Stock,Bermuda,,Finance,Property-Casualty Insurers
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),United Kingdom,2015,Miscellaneous,Business Services
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,China,2011,Consumer Durables,Automotive Aftermarket
RES,RPC Inc. Common Stock,United States,,Energy,Oilfield Services/Equipment
REV,Revlon Inc. New Common Stock,United States,1996,Consumer Non-Durables,Package Goods/Cosmetics
REVG,REV Group Inc. Common Stock,United States,2017,Capital Goods,Auto Manufacturing
REX,REX American Resources Corporation,United States,,Basic Industries,Major Chemicals
REXR,Rexford Industrial Realty Inc. Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
REXR^A,Rexford Industrial Realty Inc. 5.875% Series A Cumulative Redeemable Preferred Stock,United States,,,
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,United States,,,
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,United States,,,
REZI,Resideo Technologies Inc. Common Stock ,,2018,Capital Goods,Wholesale Distributors
RF,Regions Financial Corporation Common Stock,United States,,Finance,Major Banks
RF^A,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series A,United States,,,
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,United States,,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,United States,,,
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,United States,1993,,
RFL,Rafael Holdings Inc. Class B Common Stock,United States,2018,Finance,Real Estate
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,,2020,,
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,,2021,,
RFP,Resolute Forest Products Inc. Common Stock,Canada,,Basic Industries,Paper
RGA,Reinsurance Group of America Incorporated Common Stock,United States,,Finance,Life Insurance
RGR,Sturm Ruger & Company Inc. Common Stock,United States,,Capital Goods,Ordnance And Accessories
RGS,Regis Corporation Common Stock,United States,1991,Consumer Services,Other Consumer Services
RGT,Royce Global Value Trust Inc. Common Stock,,2013,,
RH,RH Common Stock,United States,2012,Consumer Services,Other Specialty Stores
RHI,Robert Half International Inc. Common Stock,United States,,Technology,Professional Services
RHP,Ryman Hospitality Properties Inc. (REIT),United States,,Consumer Services,Real Estate Investment Trusts
RICE,Rice Acquisition Corp. Class A Common Stock,United States,2020,Finance,Business Services
RIG,Transocean Ltd (Switzerland) Common Stock,Switzerland,,Energy,Oil & Gas Production
RIO,Rio Tinto Plc Common Stock,Australia,2002,Basic Industries,Precious Metals
RIV,RiverNorth Opportunities Fund Inc. Common Stock,,2015,,
RJF,Raymond James Financial Inc. Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
RKT,Rocket Companies Inc. Class A Common Stock,United States,2020,Finance,Finance: Consumer Services
RL,Ralph Lauren Corporation Common Stock,United States,1997,Consumer Non-Durables,Apparel
RLGY,Realogy Holdings Corp. Common Stock,United States,2012,Finance,Real Estate
RLH,Red Lions Hotels Corporation Common Stock,United States,,Consumer Services,Hotels/Resorts
RLI,RLI Corp. Common Stock (DE),United States,,Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,United States,2011,Consumer Services,Real Estate Investment Trusts
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,United States,,,
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,,2021,Consumer Non-Durables,Farming/Seeds/Milling
RM,Regional Management Corp. Common Stock,United States,2012,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A Common Stock,,2013,Finance,Real Estate
RMD,ResMed Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,,2018,,
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,,2019,,
RMO,Romeo Power Inc. Class A Common Stock,,2019,Capital Goods,Auto Parts:O.E.M.
RMPL^,RiverNorth Specialty Finance Corporation 5.875% ,,,,
RMT,Royce Micro-Cap Trust Inc. Common Stock,United States,,,
RNG,RingCentral Inc. Class A Common Stock,,2013,Technology,EDP Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,United States,2017,Energy,Oilfield Services/Equipment
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,United States,2003,,
RNR,RenaissanceRe Holdings Ltd. Common Stock,Bermuda,,Finance,Property-Casualty Insurers
RNR^E,RenaissanceRe Holdings Ltd. 5.375% Series E Preference Shares,Bermuda,,,
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,Bermuda,,,
ROG,Rogers Corporation Common Stock,United States,,Basic Industries,Major Chemicals
ROK,Rockwell Automation Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
ROL,Rollins Inc. Common Stock,United States,,Finance,Diversified Commercial Services
ROP,Roper Technologies Inc. Common Stock,United States,1992,Capital Goods,Industrial Machinery/Components
RPAI,Retail Properties of America Inc. Class A Common Stock,United States,2012,Consumer Services,Real Estate Investment Trusts
RPLA,Replay Acquisition Corp. Ordinary Shares,,2019,Finance,Business Services
RPM,RPM International Inc. Common Stock,United States,,Basic Industries,Paints/Coatings
RPT,RPT Realty Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
RPT^D,RPT Realty 7.25% ,United States,,,
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,United States,2002,,
RRC,Range Resources Corporation Common Stock,United States,,Energy,Oil & Gas Production
RRD,R.R. Donnelley & Sons Company Common Stock,United States,,Miscellaneous,Publishing
RS,Reliance Steel & Aluminum Co. Common Stock (DE),United States,1994,Basic Industries,Metal Fabrications
RSF,RiverNorth Specialty Finance Corporation,,2019,,
RSG,Republic Services Inc. Common Stock,United States,1998,Public Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,,2020,Consumer Services,Services-Misc. Amusement & Recreation
RTP,Reinvent Technology Partners Class A Ordinary Shares,United States,2020,Finance,Business Services
RTPZ,Reinvent Technology Partners Z Class A Ordinary Shares,United States,2021,Finance,Business Services
RTX,Raytheon Technologies Corporation Common Stock,United States,,Capital Goods,Aerospace
RVI,Retail Value Inc. Common Stock ,United States,2018,Finance,Real Estate
RVLV,Revolve Group Inc. Class A Common Stock,,2019,Consumer Services,Catalog/Specialty Distribution
RVT,Royce Value Trust Inc. Common Stock,United States,1986,,
RWT,Redwood Trust Inc. Common Stock,United States,1995,Consumer Services,Real Estate Investment Trusts
RXN,Rexnord Corporation Common Stock,United States,2012,Technology,Industrial Machinery/Components
RY,Royal Bank Of Canada Common Stock,Canada,,Finance,Commercial Banks
RY^T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,Canada,,,
RYAM,Rayonier Advanced Materials Inc. Common Stock,United States,2014,Basic Industries,Paper
RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share,,2017,Consumer Services,Other Consumer Services
RYI,Ryerson Holding Corporation Common Stock,United States,2014,Basic Industries,Metal Fabrications
RYN,Rayonier Inc. REIT Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,United States,,Finance,Life Insurance
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,United States,2016,Finance,Life Insurance
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Canada,,Basic Industries,Precious Metals
SAF,Saratoga Investment Corp 6.25% Notes due 2023,United States,2018,,
SAFE,Safehold Inc. Common Stock,United States,2017,Consumer Services,Real Estate
SAH,Sonic Automotive Inc. Common Stock,United States,1997,Consumer Durables,Automotive Aftermarket
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,,,Technology,EDP Services
SAIL,SailPoint Technologies Holdings Inc. Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
SAK,Saratoga Investment Corp 7.25% Notes due 2025,United States,2020,,
SAM,Boston Beer Company Inc. (The) Common Stock,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
SAN,Banco Santander S.A. Sponsored ADR (Spain),Spain,,Finance,Commercial Banks
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Canada,,Basic Industries,Precious Metals
SAP,SAP  SE ADS,Germany,,Technology,Computer Software: Prepackaged Software
SAR,Saratoga Investment Corp New,United States,,,
SAVE,Spirit Airlines Inc. Common Stock,United States,,Transportation,Air Freight/Delivery Services
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Monaco,2008,Transportation,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),Monaco,,,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),Monaco,,,
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,Monaco,2020,Transportation,Marine Transportation
SBE,Switchback Energy Acquisition Corporation Class A Common Stock,,2019,Capital Goods,Industrial Specialties
SBG,Sandbridge Acquisition Corporation Class A Common Stock,,2020,Finance,Business Services
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,United States,,Consumer Services,Other Specialty Stores
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,United States,1992,,
SBOW,SilverBow Resorces Inc. Common Stock,,,Energy,Oil & Gas Production
SBR,Sabine Royalty Trust Common Stock,United States,,Energy,Oil & Gas Production
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Brazil,2002,Public Utilities,Water Supply
SBSW,D/B/A Sibanye-Stillwater Limited ADS,,,,
SC,Santander Consumer USA Holdings Inc. Common Stock,,2014,Finance,Finance: Consumer Services
SCCO,Southern Copper Corporation Common Stock,United States,,Basic Industries,Precious Metals
SCD,LMP Capital and Income Fund Inc. Common Stock,United States,2004,,
SCE^G,SCE Trust II Trust Preferred Securities,United States,,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,United States,,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,United States,,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,United States,,,
SCE^L,SCE TRUST VI,United States,,,
SCHW,Charles Schwab Corporation (The) Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
SCHW^C,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non-Cumulative Perpetual Preferred Stock Series C,United States,,,
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,United States,,,
SCI,Service Corporation International Common Stock,United States,,Consumer Services,Other Consumer Services
SCL,Stepan Company Common Stock,United States,,Basic Industries,Package Goods/Cosmetics
SCM,Stellus Capital Investment Corporation Common Stock,United States,2012,,
SCPE,SC Health Corporation Class A Ordinary Shares,,2019,Finance,Business Services
SCS,Steelcase Inc. Common Stock,United States,1998,Consumer Durables,Office Equipment/Supplies/Services
SCU,Sculptor Capital Management Inc. Class A Common Stock,United States,,Finance,Investment Managers
SCVX,SCVX Corp. Class A Ordinary Shares,,2020,Finance,Business Services
SCX,L.S. Starrett Company (The) Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SD,SandRidge Energy Inc. Common Stock,,2016,Energy,Oil & Gas Production
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,,2020,,
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,United States,2017,Consumer Services,Other Consumer Services
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock,United States,2020,Finance,Business Services
SEAS,SeaWorld Entertainment Inc. Common Stock,United States,2013,Consumer Services,Services-Misc. Amusement & Recreation
SEE,Sealed Air Corporation Common Stock,United States,,Basic Industries,Major Chemicals
SEM,Select Medical Holdings Corporation Common Stock,United States,2009,Health Care,Hospital/Nursing Management
SF,Stifel Financial Corporation Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock Series A,United States,,Finance,Investment Bankers/Brokers/Service
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,United States,,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,United States,,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,United States,2017,Finance,Investment Bankers/Brokers/Service
SFE,Safeguard Scientifics Inc. New Common Stock,United States,,Finance,Finance/Investors Services
SFL,SFL Corporation Ltd,Bermuda,,Transportation,Marine Transportation
SFTW,Osprey Technology Acquisition Corp. Class A Common Stock,,2019,Finance,Business Services
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),China,2010,Technology,EDP Services
SGFY,Signify Health Inc. Class A Common Stock,,2021,Health Care,Medical/Nursing Services
SGU,Star Group L.P. Common Stock,United States,,Consumer Services,Other Specialty Stores
SHAK,Shake Shack Inc. Class A Common Stock,United States,2015,Consumer Services,Restaurants
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,South Korea,,Finance,Major Banks
SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,China,,Basic Industries,Major Chemicals
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,United States,2014,Energy,Natural Gas Distribution
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States,2004,Consumer Services,Hotels/Resorts
SHO^E,Sunstone Hotel Investors Inc. 6.950% Series E Cumulative Redeemable Preferred Stock,United States,,,
SHO^F,Sunstone Hotel Investors Inc. 6.450% Series F Cumulative Redeemable Preferred Stock,United States,,,
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,2015,Technology,Computer Software: Prepackaged Software
SHW,Sherwin-Williams Company (The) Common Stock,United States,,Consumer Services,RETAIL: Building Materials
SI,Silvergate Capital Corporation Class A Common Stock,United States,2019,Finance,Major Banks
SID,Companhia Siderurgica Nacional S.A. Common Stock,Brazil,,Capital Goods,Steel/Iron Ore
SIG,Signet Jewelers Limited Common Shares,Bermuda,,Consumer Services,Consumer Specialties
SII,Sprott Inc. Common Shares,,2020,Finance,Finance: Consumer Services
SITC,SITE Centers Corp. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,United States,,,
SITC^K,SITE Centers Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States),United States,,,
SITE,SiteOne Landscape Supply Inc. Common Stock,United States,2016,Consumer Durables,Diversified Electronic Products
SIX,Six Flags Entertainment Corporation New Common Stock,United States,,Consumer Services,Services-Misc. Amusement & Recreation
SJI,South Jersey Industries Inc. Common Stock,United States,,Public Utilities,Oil/Gas Transmission
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,United States,2019,Public Utilities,Oil/Gas Transmission
SJIU,South Jersey Industries Inc. Corporate Units,United States,,Public Utilities,Oil/Gas Transmission
SJM,J.M. Smucker Company (The) New Common Stock,United States,,Consumer Non-Durables,Packaged Foods
SJR,Shaw Communications Inc. Common Stock,Canada,,Consumer Services,Television Services
SJT,San Juan Basin Royalty Trust Common Stock,United States,,Energy,Oil & Gas Production
SJW,SJW Group Common Stock (DE),United States,,Public Utilities,Water Supply
SKLZ,Skillz Inc. Class A Common Stock,,2020,,
SKM,SK Telecom Co. Ltd. Common Stock,South Korea,,Public Utilities,Telecommunications Equipment
SKT,Tanger Factory Outlet Centers Inc. Common Stock,United States,1993,Consumer Services,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc. Common Stock,United States,1999,Consumer Non-Durables,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,United States,,Basic Industries,Homebuilding
SLB,Schlumberger N.V. Common Stock,France,,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc. Common Stock,United States,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLF,Sun Life Financial Inc. Common Stock,Canada,,Finance,Life Insurance
SLG,SL Green Realty Corp Common Stock,United States,1997,Consumer Services,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,United States,,,
SLQT,SelectQuote Inc. Common Stock,,2020,Finance,Specialty Insurers
SM,SM Energy Company Common Stock,United States,,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,United States,2018,Technology,Computer Software: Prepackaged Software
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Japan,,Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States,1992,Basic Industries,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,,2017,Transportation,Marine Transportation
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,United States,2012,Public Utilities,Natural Gas Distribution
SMM,Salient Midstream Common Shares of Beneficial Interest,United States,2012,,
SMP,Standard Motor Products Inc. Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
SNA,Snap-On Incorporated Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SNAP,Snap Inc. Class A Common Stock,United States,2017,Technology,Computer Software: Programming Data Processing
SNDR,Schneider National Inc. Common Stock,United States,2017,Transportation,Trucking Freight/Courier Services
SNE,Sony Corporation Common Stock,Japan,,Consumer Non-Durables,Consumer Electronics/Appliances
SNN,Smith & Nephew SNATS Inc. Common Stock,United Kingdom,,Health Care,Industrial Specialties
SNOW,Snowflake Inc. Class A Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
SNP,China Petroleum & Chemical Corporation Common Stock,China,,Energy,Integrated oil Companies
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares,United States,2020,Finance,Business Services
SNR,New Senior Investment Group Inc. Common Stock,United States,2014,Consumer Services,Real Estate Investment Trusts
SNV,Synovus Financial Corp. Common Stock,United States,,Finance,Major Banks
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,United States,,,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States,,,
SNX,Synnex Corporation Common Stock,United States,2003,Technology,Retail: Computer Software & Peripheral Equipment
SO,Southern Company (The) Common Stock,United States,,Public Utilities,Electric Utilities: Central
SOAC,Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares,,2020,Finance,Business Services
SOGO,Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share,United States,2017,Technology,EDP Services
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,United States,2017,Energy,Metal Fabrications
SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,United States,2016,Public Utilities,Electric Utilities: Central
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,United States,2017,Public Utilities,Electric Utilities: Central
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,United States,2020,Public Utilities,Electric Utilities: Central
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,United States,2020,Public Utilities,Electric Utilities: Central
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),China,2008,Technology,Semiconductors
SOLN,Southern Company (The) 2019 Series A Corporate Units,United States,2019,Public Utilities,Electric Utilities: Central
SON,Sonoco Products Company Common Stock,United States,,Consumer Durables,Containers/Packaging
SOR,Source Capital Inc. Common Stock,United States,,,
SOS,SOS Limited American Depositary Shares,,2017,Finance,Finance: Consumer Services
SPB,Spectrum Brands Holdings Inc. Common Stock,United States,,Miscellaneous,Industrial Machinery/Components
SPCE,Virgin Galactic Holdings Inc. Common Stock,,2017,Consumer Services,Transportation Services
SPE,Special Opportunities Fund Inc Common Stock,United States,,,
SPE^B,Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock Series B,United States,,,
SPFR,Jaws Spitfire Acquisition Corporation Class A Ordinary Shares,,2021,Finance,Business Services
SPG,Simon Property Group Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,United States,,,
SPGI,S&P Global Inc. Common Stock,United States,,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P. Common Stock,United States,1996,Consumer Services,Other Specialty Stores
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,United States,,Capital Goods,Industrial Specialties
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,United States,,,
SPNV,Supernova Partners Acquisition Company Inc. Class A Common Stock,United States,2020,Finance,Business Services
SPOT,Spotify Technology S.A. Ordinary Shares,Luxembourg,2018,Consumer Services,Broadcasting
SPR,Spirit Aerosystems Holdings Inc. Common Stock,United States,2006,Capital Goods,Military/Government/Technical
SPRQ,Spartan Acquisition Corp. II Class A Common Stock,United States,2021,Finance,Business Services
SPXC,SPX Corporation Common Stock,United States,,Technology,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,United States,,,
SQ,Square Inc. Class A Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A. Common Stock,Chile,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A. American Depositary Shares,France,2011,Technology,Semiconductors
SQZ,SQZ Biotechnologies Company Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SR,Spire Inc. Common Stock,United States,,Public Utilities,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,,
SRC,Spirit Realty Capital Inc. Common Stock,United States,2013,Consumer Services,Building operators
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,United States,,,
SRE,Sempra Energy Common Stock,United States,,Public Utilities,Natural Gas Distribution
SRE^B,Sempra Energy 6.75% Mandatory Convertible Preferred Stock Series B,United States,,,
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,United States,2019,Public Utilities,Natural Gas Distribution
SRG,Seritage Growth Properties Class A Common Stock,United States,2015,Finance,Real Estate
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
SRI,Stoneridge Inc. Common Stock,United States,1997,Capital Goods,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,Canada,,,
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,,2013,Energy,Oil Refining/Marketing
SRT,StarTek Inc. Common Stock,United States,1997,Technology,Professional Services
SRV,Cushing MLP & Infrastructure Total Return Fund,United States,,,
SSD,Simpson Manufacturing Company Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SSL,Sasol Ltd. American Depositary Shares,South Africa,,Energy,Oil & Gas Production
SSTK,Shutterstock Inc. Common Stock,United States,2012,Technology,EDP Services
ST,Sensata Technologies Holding plc Ordinary Shares,Netherlands,2010,Capital Goods,Industrial Machinery/Components
STAG,Stag Industrial Inc. Common Stock,United States,2011,Consumer Services,Real Estate Investment Trusts
STAG^C,Stag Industrial Inc. 6.875% Series C Cumulative Redeemable Preferred Stock,United States,,,
STAR          ,iStar Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,United States,,,
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,United States,,,
